,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,songs_id,artist
9,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,6z5Yh7kOKeLjqIsNdokIpU,spotify:track:6z5Yh7kOKeLjqIsNdokIpU,https://api.spotify.com/v1/tracks/6z5Yh7kOKeLjqIsNdokIpU,https://api.spotify.com/v1/audio-analysis/6z5Yh7kOKeLjqIsNdokIpU,285120,3,A Thousand Years,6z5Yh7kOKeLjqIsNdokIpU,Christina Perri
10,0.563,0.506,2,-6.514,1,0.0364,0.206,0.0,0.103,0.232,84.01,audio_features,3yQDBWaritvVf0Ir67xBhY,spotify:track:3yQDBWaritvVf0Ir67xBhY,https://api.spotify.com/v1/tracks/3yQDBWaritvVf0Ir67xBhY,https://api.spotify.com/v1/audio-analysis/3yQDBWaritvVf0Ir67xBhY,273907,4,Beneath Your Beautiful,3yQDBWaritvVf0Ir67xBhY,Labrinth
11,0.595,0.581,7,-3.359,1,0.0266,0.115,0.0,0.128,0.228,103.954,audio_features,2bLndbIx2hR0b3a5lDMaIQ,spotify:track:2bLndbIx2hR0b3a5lDMaIQ,https://api.spotify.com/v1/tracks/2bLndbIx2hR0b3a5lDMaIQ,https://api.spotify.com/v1/audio-analysis/2bLndbIx2hR0b3a5lDMaIQ,221307,4,Skyscraper,2bLndbIx2hR0b3a5lDMaIQ,Demi Lovato
12,0.539,0.643,9,-3.982,1,0.0479,0.256,0.0,0.29,0.136,92.962,audio_features,4JIo8RztBbELr2gWJ5OGK6,spotify:track:4JIo8RztBbELr2gWJ5OGK6,https://api.spotify.com/v1/tracks/4JIo8RztBbELr2gWJ5OGK6,https://api.spotify.com/v1/audio-analysis/4JIo8RztBbELr2gWJ5OGK6,249813,4,Secret Love Song (feat. Jason Derulo),4JIo8RztBbELr2gWJ5OGK6,Little Mix
13,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,3hB5DgAiMAQ4DzYbsMq1IT,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT,233720,4,Love Yourself,3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber
14,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467,4,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,James Arthur
15,0.605,0.629,10,-5.051,1,0.0278,0.434,0.0,0.097,0.308,99.893,audio_features,4AFwnrH5atiJoAd5xS5QtR,spotify:track:4AFwnrH5atiJoAd5xS5QtR,https://api.spotify.com/v1/tracks/4AFwnrH5atiJoAd5xS5QtR,https://api.spotify.com/v1/audio-analysis/4AFwnrH5atiJoAd5xS5QtR,241373,4,The Man Who Can't Be Moved,4AFwnrH5atiJoAd5xS5QtR,The Script
16,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,audio_features,4aebBr4JAihzJQR0CiIZJv,spotify:track:4aebBr4JAihzJQR0CiIZJv,https://api.spotify.com/v1/tracks/4aebBr4JAihzJQR0CiIZJv,https://api.spotify.com/v1/audio-analysis/4aebBr4JAihzJQR0CiIZJv,295502,4,Hello,4aebBr4JAihzJQR0CiIZJv,Adele
17,0.481,0.632,5,-7.056,1,0.0425,0.299,1.2e-05,0.103,0.44,147.412,audio_features,5ca1HyQ5Au4SbPeAMUeOlI,spotify:track:5ca1HyQ5Au4SbPeAMUeOlI,https://api.spotify.com/v1/tracks/5ca1HyQ5Au4SbPeAMUeOlI,https://api.spotify.com/v1/audio-analysis/5ca1HyQ5Au4SbPeAMUeOlI,209546,4,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",5ca1HyQ5Au4SbPeAMUeOlI,Jessie J
18,0.448,0.817,10,-4.069,0,0.386,0.128,0.0,0.105,0.709,83.015,audio_features,1mSlftOO1dlDRXAyOE0Sbd,spotify:track:1mSlftOO1dlDRXAyOE0Sbd,https://api.spotify.com/v1/tracks/1mSlftOO1dlDRXAyOE0Sbd,https://api.spotify.com/v1/audio-analysis/1mSlftOO1dlDRXAyOE0Sbd,187973,4,Treat You Better,1mSlftOO1dlDRXAyOE0Sbd,Shawn Mendes
19,0.774,0.739,0,-4.022,1,0.0952,0.0316,5.95e-06,0.119,0.823,126.002,audio_features,6wZ8kvKP9d1MKlNFTMZrBK,spotify:track:6wZ8kvKP9d1MKlNFTMZrBK,https://api.spotify.com/v1/tracks/6wZ8kvKP9d1MKlNFTMZrBK,https://api.spotify.com/v1/audio-analysis/6wZ8kvKP9d1MKlNFTMZrBK,246240,4,Shout Out to My Ex,6wZ8kvKP9d1MKlNFTMZrBK,Little Mix
20,0.398,0.316,1,-7.031,1,0.0368,0.805,0.0,0.295,0.174,118.582,audio_features,0tV8pOpiNsKqUys0ilUcXz,spotify:track:0tV8pOpiNsKqUys0ilUcXz,https://api.spotify.com/v1/tracks/0tV8pOpiNsKqUys0ilUcXz,https://api.spotify.com/v1/audio-analysis/0tV8pOpiNsKqUys0ilUcXz,253342,4,Rise Up,0tV8pOpiNsKqUys0ilUcXz,Andra Day
21,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,audio_features,2iwS33Jfev1QBiuhWVWZHY,spotify:track:2iwS33Jfev1QBiuhWVWZHY,https://api.spotify.com/v1/tracks/2iwS33Jfev1QBiuhWVWZHY,https://api.spotify.com/v1/audio-analysis/2iwS33Jfev1QBiuhWVWZHY,162583,4,i'm so tired...,2iwS33Jfev1QBiuhWVWZHY,Lauv
22,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,audio_features,47Bg6IrMed1GPbxRgwH2aC,spotify:track:47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/tracks/47Bg6IrMed1GPbxRgwH2aC,https://api.spotify.com/v1/audio-analysis/47Bg6IrMed1GPbxRgwH2aC,262231,4,Best Friend,47Bg6IrMed1GPbxRgwH2aC,Rex Orange County
23,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00482,0.0959,0.537,117.024,audio_features,5EYi2rH4LYs6M21ZLOyQTx,spotify:track:5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/tracks/5EYi2rH4LYs6M21ZLOyQTx,https://api.spotify.com/v1/audio-analysis/5EYi2rH4LYs6M21ZLOyQTx,155720,4,Loving Is Easy (feat. Benny Sings),5EYi2rH4LYs6M21ZLOyQTx,Rex Orange County
24,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360,4,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift
25,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,audio_features,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,193000,4,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,Taylor Swift
26,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,audio_features,0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,157560,4,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,Post Malone
27,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,Eminem
28,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,audio_features,5rgy6ghBq1eRApCkeUdJXf,spotify:track:5rgy6ghBq1eRApCkeUdJXf,https://api.spotify.com/v1/tracks/5rgy6ghBq1eRApCkeUdJXf,https://api.spotify.com/v1/audio-analysis/5rgy6ghBq1eRApCkeUdJXf,250627,4,We Are Young (feat. Janelle Monáe),5rgy6ghBq1eRApCkeUdJXf,fun.
29,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4,Señorita,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes
30,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,281560,4,Thinking out Loud,1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran
31,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/tracks/2JzZzZUQj3Qff7wapcbKjc,https://api.spotify.com/v1/audio-analysis/2JzZzZUQj3Qff7wapcbKjc,229526,4,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,Wiz Khalifa
32,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,audio_features,6habFhsOp2NvshLv26DqMb,spotify:track:6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/tracks/6habFhsOp2NvshLv26DqMb,https://api.spotify.com/v1/audio-analysis/6habFhsOp2NvshLv26DqMb,229360,4,Despacito,6habFhsOp2NvshLv26DqMb,Luis Fonsi
33,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,audio_features,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/tracks/27SdWb2rFzO6GWiYDBTD9j,https://api.spotify.com/v1/audio-analysis/27SdWb2rFzO6GWiYDBTD9j,211667,4,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,Sia
34,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers
35,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,audio_features,2jyjhRf6DVbMPU5zxagN2h,spotify:track:2jyjhRf6DVbMPU5zxagN2h,https://api.spotify.com/v1/tracks/2jyjhRf6DVbMPU5zxagN2h,https://api.spotify.com/v1/audio-analysis/2jyjhRf6DVbMPU5zxagN2h,252867,4,Let Her Go,2jyjhRf6DVbMPU5zxagN2h,Passenger
36,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,audio_features,4VrWlk8IQxevMvERoX08iC,spotify:track:4VrWlk8IQxevMvERoX08iC,https://api.spotify.com/v1/tracks/4VrWlk8IQxevMvERoX08iC,https://api.spotify.com/v1/audio-analysis/4VrWlk8IQxevMvERoX08iC,216120,5,Chandelier,4VrWlk8IQxevMvERoX08iC,Sia
37,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,audio_features,0HPD5WQqrq7wPWR7P7Dw1i,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,199693,4,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,Kesha
38,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,audio_features,1CmUZGtH29Kx36C1Hleqlz,spotify:track:1CmUZGtH29Kx36C1Hleqlz,https://api.spotify.com/v1/tracks/1CmUZGtH29Kx36C1Hleqlz,https://api.spotify.com/v1/audio-analysis/1CmUZGtH29Kx36C1Hleqlz,235613,4,Thrift Shop (feat. Wanz),1CmUZGtH29Kx36C1Hleqlz,Macklemore & Ryan Lewis
39,0.752,0.644,5,-6.903,0,0.0293,0.18,0.157,0.0883,0.946,128.145,audio_features,6hI81y67DVMorZhXVL62mp,spotify:track:6hI81y67DVMorZhXVL62mp,https://api.spotify.com/v1/tracks/6hI81y67DVMorZhXVL62mp,https://api.spotify.com/v1/audio-analysis/6hI81y67DVMorZhXVL62mp,238047,4,Pumped Up Kicks,6hI81y67DVMorZhXVL62mp,Foster The People
40,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,4y3OI86AEP6PQoDE6olYhO,spotify:track:4y3OI86AEP6PQoDE6olYhO,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,181040,4,Sucker,4y3OI86AEP6PQoDE6olYhO,Jonas Brothers
41,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,audio_features,1V6gIisPpYqgFeWbMLI0bA,spotify:track:1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/audio-analysis/1V6gIisPpYqgFeWbMLI0bA,210840,4,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,Demi Lovato
42,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267,4,Better Now,7dt6x5M1jzdTEt8oCbisTK,Post Malone
43,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,audio_features,6F5c58TMEs1byxUstkzVeM,spotify:track:6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/tracks/6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/audio-analysis/6F5c58TMEs1byxUstkzVeM,223546,4,Roar,6F5c58TMEs1byxUstkzVeM,Katy Perry
44,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,audio_features,2qT1uLXPVPzGgFOx4jtEuo,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,205920,4,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande
45,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267,4,One Last Time,7xoUc6faLbCqZO6fQEYprd,Ariana Grande
46,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,audio_features,3EPXxR3ImUwfayaurPi3cm,spotify:track:3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,196373,4,Be Alright,3EPXxR3ImUwfayaurPi3cm,Dean Lewis
47,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,audio_features,4ofwffwvvnbSkrMSCKQDaC,spotify:track:4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/tracks/4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/audio-analysis/4ofwffwvvnbSkrMSCKQDaC,201287,4,Shotgun,4ofwffwvvnbSkrMSCKQDaC,George Ezra
48,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,audio_features,5cPO2j2p9Myq77YQVwWyrN,spotify:track:5cPO2j2p9Myq77YQVwWyrN,https://api.spotify.com/v1/tracks/5cPO2j2p9Myq77YQVwWyrN,https://api.spotify.com/v1/audio-analysis/5cPO2j2p9Myq77YQVwWyrN,202496,4,She Looks So Perfect,5cPO2j2p9Myq77YQVwWyrN,5 Seconds of Summer
49,0.63,0.53,0,-7.259,1,0.0434,0.4,0.0,0.177,0.417,108.038,audio_features,2YlZnw2ikdb837oKMKjBkW,spotify:track:2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,225053,3,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,Meghan Trainor
50,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,audio_features,3s4U7OHV7gnj42VV72eSZ6,spotify:track:3s4U7OHV7gnj42VV72eSZ6,https://api.spotify.com/v1/tracks/3s4U7OHV7gnj42VV72eSZ6,https://api.spotify.com/v1/audio-analysis/3s4U7OHV7gnj42VV72eSZ6,227833,4,Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,Clean Bandit
51,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars
52,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,audio_features,1z6WtY7X4HQJvzxC4UgkSf,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/tracks/1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/audio-analysis/1z6WtY7X4HQJvzxC4UgkSf,267413,4,Love On Top,1z6WtY7X4HQJvzxC4UgkSf,Beyoncé
53,0.67,0.415,8,-6.855,1,0.0786,0.39,0.0,0.0617,0.445,114.212,audio_features,0xG0SHshCStMEyNbNC5d4k,spotify:track:0xG0SHshCStMEyNbNC5d4k,https://api.spotify.com/v1/tracks/0xG0SHshCStMEyNbNC5d4k,https://api.spotify.com/v1/audio-analysis/0xG0SHshCStMEyNbNC5d4k,176320,4,Issues,0xG0SHshCStMEyNbNC5d4k,Julia Michaels
54,0.784,0.845,6,-7.204,0,0.0542,0.618,0.000312,0.14,0.96,133.503,audio_features,6hSkclvACZbNBxjey5wEJl,spotify:track:6hSkclvACZbNBxjey5wEJl,https://api.spotify.com/v1/tracks/6hSkclvACZbNBxjey5wEJl,https://api.spotify.com/v1/audio-analysis/6hSkclvACZbNBxjey5wEJl,186000,4,Skinny Genes,6hSkclvACZbNBxjey5wEJl,Eliza Doolittle
55,0.655,0.728,4,-7.274,1,0.0892,0.0217,0.0,0.325,0.705,143.03,audio_features,1kjxPdNwFKldrMVxlO7lio,spotify:track:1kjxPdNwFKldrMVxlO7lio,https://api.spotify.com/v1/tracks/1kjxPdNwFKldrMVxlO7lio,https://api.spotify.com/v1/audio-analysis/1kjxPdNwFKldrMVxlO7lio,203686,4,Hate You,1kjxPdNwFKldrMVxlO7lio,Kate Nash
56,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,audio_features,20I6sIOMTCkB6w7ryavxtO,spotify:track:20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/tracks/20I6sIOMTCkB6w7ryavxtO,https://api.spotify.com/v1/audio-analysis/20I6sIOMTCkB6w7ryavxtO,193400,4,Call Me Maybe,20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen
57,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,199987,4,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,One Direction
58,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,audio_features,2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,221360,4,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,Miley Cyrus
59,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4,Royals,2dLLR6qlu5UJ5gk0dKz0h3,Lorde
60,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,audio_features,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4,All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend
61,0.587,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.92,audio_features,0gJvqi9QyASOCtJu99tytc,spotify:track:0gJvqi9QyASOCtJu99tytc,https://api.spotify.com/v1/tracks/0gJvqi9QyASOCtJu99tytc,https://api.spotify.com/v1/audio-analysis/0gJvqi9QyASOCtJu99tytc,219493,4,Because of You,0gJvqi9QyASOCtJu99tytc,Kelly Clarkson
62,0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025,audio_features,0mqTcM8kuu2IYPotMt7AzS,spotify:track:0mqTcM8kuu2IYPotMt7AzS,https://api.spotify.com/v1/tracks/0mqTcM8kuu2IYPotMt7AzS,https://api.spotify.com/v1/audio-analysis/0mqTcM8kuu2IYPotMt7AzS,212040,4,Make You Feel My Love,0mqTcM8kuu2IYPotMt7AzS,Adele
63,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,audio_features,53QF56cjZA9RTuuMZDrSA6,spotify:track:53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,240166,3,I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,Jason Mraz
64,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,audio_features,4L2K7JKseFCBoHMZEAszW0,spotify:track:4L2K7JKseFCBoHMZEAszW0,https://api.spotify.com/v1/tracks/4L2K7JKseFCBoHMZEAszW0,https://api.spotify.com/v1/audio-analysis/4L2K7JKseFCBoHMZEAszW0,287693,3,Jealous,4L2K7JKseFCBoHMZEAszW0,Labrinth
